id=828024724710182912 ; || ; actores españoles progres , americanos , queman negro gala Oscars . ; || ; 0
id=827943649472344064 ; || ; acaba ocurrir trolleo definitivo : veréis , pongo decir tonterías machistas chica diga llamo feminazi ; || ; 0
id=827943315802902533 ; || ; BILL GAY PARTE ENTIENDVFJFBDHDBDV H M S X U L BISEXUAL ? MIERDA GUSTA PIJA ; || ; 0
id=827943260337344513 ; || ; importa `` notes '' , facha ? https : //t.co/mLp9yy89Em ; || ; 0
id=827943091801845760 ; || ; Si ves nunca machismo , racismo u homofobia , seguramente machista , racista homófobo : https : //t.co/wXrxWjvxBJ ; || ; 0
id=827942872607576065 ; || ; fútbol ... ¿Eres machista homófobo , vale , mientras juegues bien , importa ? ¿Eres gay ? calle , quiero `` maricones '' equipo . ; || ; 0
id=827942710543806465 ; || ; @ PutoAyu gracioso ojala rompa móvil gracioso subnormal ; || ; 1
id=827942422864855040 ; || ; q quitan boca subvenciones solo pq fachas tipo tara ? q gana cine ? # Goya2017 ; || ; 1
id=827942405299134464 ; || ; Llamadme feminazi dé gana . actitud muchas chicas preocupa . preocupa , ahí . ; || ; 0
id=827941722013519872 ; || ; Dossier nazi Zozulya , bien explicadito . Ahora medios comunicacion sigan escribiendo mierda https : //t.co/YOwETCJhlC ; || ; 0
id=827941695878811649 ; || ; Pues voy ver # Goya tampoco 13tv cadenas favoritas , fachas , quedado . vida # BoicotALosFachas ; || ; 0
id=827941543877214210 ; || ; lichi , culpable muerte cientos niños India https : //t.co/pwK6y052Tt vía @ Planeta_Futuro ; || ; 0
id=827941363270430720 ; || ; @ saamuelote primero catalán , segundo si homosexual buscate , eh sevillano , gitano maricon , chaval ; || ; 1
id=827941055052017666 ; || ; @ monchocolatina puede acuerdo ... luego buscamos fachas echar unas risas solucionado , compañero ? ? ; || ; 0
id=827941012865695745 ; || ; WSPU Emmeline Pankhurst preocupaba luchar verdad , casi todas burguesas incluso fachas xd ; || ; 0
id=827940866706784256 ; || ; tangas negros vida entera https : //t.co/coGhVRICFm ; || ; 0
id=827940795844001792 ; || ; borde tío : amargada . amable tío : loca . BRAVO HOMBRES . AMO LÓGICA . ; || ; 0
id=827940718748508160 ; || ; # BoicotALosGoya complicado ? ? ? ? ? ? gane el.que hecho facha chungo ... .que hacen facha chung… https : //t.co/vKj3Ky0Glu ; || ; 0
id=827940642374434818 ; || ; @ Guerrero_Mad siento , llama diversidad . crees racista homófobo , verdad crees q tolerante ; || ; 0
id=827940241289904133 ; || ; Briatore cree giro números rojos ( Ferrari ) 2017 . # gazzetta Berger dos . ; || ; 0
id=827940051296337921 ; || ; @ Ismael_monte nanana feminazi , normal , solo dice foto verda ? ? ; || ; 0
id=827939954382761986 ; || ; Joder , cucaracha chica india , dando día . https : //t.co/ZkrMdW97fm ; || ; 0
id=827939842935894016 ; || ; voces víctimas nazis escuchadas 75 años después https : //t.co/eIigLxJRC4 https : //t.co/558P68NFCx ; || ; 0
id=827939672605212672 ; || ; @ iElectroMad necesidad imperiosa hacer subnormal rato ; || ; 1
id=827939527952039936 ; || ; Jugamos liga cierra secciones grada gritar Messi subnormal estadio entero vuelan 3 trozos uralita ; || ; 0
id=827939405675524102 ; || ; Si irascible encima ahora subnormal pone empujar avion . Illa quieres meta , ala ? ; || ; 0
id=827939240382177280 ; || ; país Shakira puedes decir quieras , , digas malo Carrero Blanco , cae pelo ¡País fachas ! ; || ; 1
id=827939227396632577 ; || ; Vigo alerta temporal . @ JLSanchez78 alerta subnormal . ; || ; 1
id=827939139098124288 ; || ; @ NebzuxEUReturns único subnormal gusta ? ? ; || ; 0
id=827938978779258880 ; || ; facha Luís Pino siguen riendo gracias . ; || ; 1
id=827938959015735296 ; || ; @ quimdomenech , ¡¡¿Por metes cola boca callas puta boca ? ! ! ¡¡SUBNORMAL ! ! ; || ; 1
id=827938891038605312 ; || ; @ josemonza @ LaLiga ver retrasado , prediccion Instituto Metereologico Nacional . ¿No vale imbecil ? ; || ; 1
id=827938874026508288 ; || ; @ ginespf malfollado q 70 palos sabes aun si maricón ; || ; 1
id=827938600323055616 ; || ; @ Comuneraactiva @ jorgevivesmarti zasca ? , aún esperando algún documento legal pruebe alguna mierdas dices , facha . ; || ; 1
id=827938342625013760 ; || ; si alguien regalase tinte rojo ... hostia ? ? ; || ; 0
id=827938234273509376 ; || ; x : : pork vivimos sociedad machista racismo x : racista xro reggaeton si machista ; || ; 0
id=827938206490513412 ; || ; Sudaderas tigre Aire Retro , rojo azul ! tienda web son… https : //t.co/hOujqQKsCm ; || ; 0
id=827938089855234049 ; || ; @ Xoannnn @ davidronico @ EsKinguin ser retrasado triturar móvil . imbecil fake casa . ; || ; 0
id=827937997953888258 ; || ; VIEJA PAYASA ... ... ... ... ... ... ... ... ... ... ... ... ... APARTA MIERDA MIERDA ... ... ... ... ... ... ... ... ... ... ... ... . LOCA ; || ; 1
id=827937973475880970 ; || ; @ verdadesofenden @ dlacalle Periodistas ignorando holocausto racial Francia , Europa USA . iguales progres fachas . BASURA . ; || ; 0
id=827937601990565888 ; || ; @ Alex1961G @ Aroa_Moreno usted subnormal subvenciones devolver ; informese ; || ; 1
id=827937520730198018 ; || ; lichi , culpable muerte cientos niños India https : //t.co/TqW4XzCY3I vía @ Planeta_Futuro ; || ; 0
id=827937392891920384 ; || ; @ Guerrero_Mad jajajajjaj ¡CUÁNTO AMAS DIVERSIDAD ! racista homófobo.No hace falta digas ... https : //t.co/qADraoImSY ; || ; 0
id=827937376479625216 ; || ; Utilizar concepto feminazi , desacredita , parte justa , reivindicación , comparten innumerables mad… https : //t.co/I7Sx4kp5L6 ; || ; 0
id=827937068114407427 ; || ; @ jesusmartin79 juego cuello alguna vez oido utilizar `` maricón '' insulto visto micromachismos ; || ; 0
id=827936959318339584 ; || ; @ bomberovlc Hola q tal gay q buscas ? ? ; || ; 0
id=827936943015133184 ; || ; Madre dais rienda suelta nazi cojones ; || ; 0
id=827936853072420867 ; || ; @ josecorbacho puto calvo puta gracia defendiendo roban subvenciones dos manos . Cómenos polla puto rojo . ; || ; 1
id=827936667600293889 ; || ; ¿Por seguía cuenta @ EnglandRugby ? ¿Acaso puto subnormal ? ; || ; 0
id=827936626173210624 ; || ; @ ber_oviedo @ carbajin Bueno , bueno , = d monguers , vídeo Tartiere diciendo q cagao vez celebrar gol pa déjalo entrar + ; || ; 0
id=827936479116660737 ; || ; mucha razón hoy gran dia ver goya , maldito facha ; || ; 1
id=827936384803549186 ; || ; cansé usted @ verdadesofenden fachas veo cada dia tele , aqui sobran . # block # ialamerdaambell ; || ; 0
id=827936184223531008 ; || ; @ ironianoexiste @ SamuelMontes96 cn argumento `` q gilipollas quita '' echa peste nazi q tira pa atras ; || ; 1
id=827936182881361928 ; || ; odio humor negro https : //t.co/fBNCnTBY0x ; || ; 0
id=827936132222562304 ; || ; explicación ! ? ? lichi , culpable muerte cientos niños India https : //t.co/UnAgcrLo8M ; || ; 0
id=827935984994156545 ; || ; @ ultimxteprinces pienso montar propio parque atracciones , casino furcias . , paso parque https : //t.co/NswJAN8Ig6 ; || ; 0
id=827935643913289729 ; || ; recordad : Si sudaca , referirte sudacas sudacas racismo , sarcasmo . ; || ; 0
id=827935541110898689 ; || ; @ FrancisLaureiro facha sabe habla ; || ; 0
id=827935505681620993 ; || ; Quiero pedir perdón conocieron agregar multiculturalidad entorno social . sudaca menos sudaca . ; || ; 0
id=827935440539893760 ; || ; 1 . corto ? 2 . Salgo asi calle ? 3 . Adri retrasado.… https : //t.co/wISWGV7SFH ; || ; 0
id=827935237724336129 ; || ; @ raskal96 @ FetoViejo puede deberse dónde ponga rasero machista , racista u homófobo . ; || ; 0
id=827935182611214336 ; || ; @ ironianoexiste @ SamuelMontes96 equiparando nazi comunista , veas diferencia hablamos , trata gilipollas . ; || ; 0
id=827934980374458368 ; || ; # MaryPoppins secuestra niños , lleva perroflautas comuna azoteas luego abandona p… https : //t.co/CppLdnTikY ; || ; 0
id=827934844625772545 ; || ; @ Ccordong sipotillo negro , q esperas ; || ; 1
id=827934714384232451 ; || ; @ Dxvidinho Ayer betis quejó imbécil mierda , délito hacer obras baños cuernabeu ceder campo SUBNORMAL ; || ; 1
id=827934694104846337 ; || ; tan facha podemita . Salvo facha . fachas . https : //t.co/vk4YWaDua1 ; || ; 1
id=827934628212310016 ; || ; lichi , culpable muerte cientos niños India https : //t.co/LxuDBTkArT vía @ Planeta_Futuro ; || ; 0
id=827934560604286977 ; || ; @ FrancisLaureiro patriota chico vez facha ; || ; 0
id=827934477280223232 ; || ; @ Guerrero_Mad Perdona , gran mayoría `` apoya blancos '' racistas , homófobos fachas mierda ... recomiendo vídeo aún así ; || ; 1
id=827934360364007424 ; || ; novia usado spray pimienta primera vez acabado accidentalmente ojo . monguer . ; || ; 0
id=827934156642512896 ; || ; URNA supuesto . Si si papeleta entra urna si algún FACHA sabe una… https : //t.co/GgTrMyHB5s ; || ; 1
id=827934012601688065 ; || ; Jajajaj , tremendo zasca @ guardiacivil monguer @ cristobalsoria . Cuanta gloria . https : //t.co/k0EaLYi0Fj ; || ; 0
id=827933747823644672 ; || ; @ Titotyri0n @ manperh cambio muertos llamar feo avatar original , tonto , machupichu ; || ; 1
id=827933218322145281 ; || ; uso gorra noto mas subnormal , encima deforma cara . ; || ; 0
id=827932973697753088 ; || ; @ gregoriohervias @ kaskarujo Errejon , Bustinduy , Lago , Moruno , Rubiño , AlbaRico , Serra , puedo seguir ... Inutil , subnormal . ; || ; 1
id=827932806848376833 ; || ; @ bansky___ nuevo bajo sol . Si ves bodrios subvencionados facha tal . .. ; || ; 0
id=827932732529504260 ; || ; @ SinEstudiosTVE Retrasado subnormal , descripción gráfica ... Jajajajaja chuparla ; || ; 1
id=827932633485103104 ; || ; polémica . Si pu ? ao fachas `` políticamente incorrectos '' . https : //t.co/NeOrnS9145 ; || ; 1
id=827932228206415872 ; || ; @ LoveLoki1 @ Korupo16 entonces fliparas colores ! xD viendo NEGRAS llegar 100 % putas mazmorras ! jjaja ; || ; 0
id=827932076162875393 ; || ; lichi , culpable muerte cientos niños India https : //t.co/gxErTrjGcM vía @ Planeta_Futuro ; || ; 0
id=827932024560287744 ; || ; @ monchocolatina @ Mcpey9E @ Pablo_Iglesias_ @ ierrejon Ufffff usas mismas palabras usaban fachas hace dos días ... ; || ; 0
id=827931630773886976 ; || ; @ HansVonDerHeyde @ g900ap @ RealPoliticFact @ ChicagoPhotoSho @ nikkihaley Mira , asi nazi tonto flojo . ; || ; 1
id=827931494203133952 ; || ; Pq pone hablar tanta paja marico . ; || ; 1
id=827931082079223808 ; || ; @ jpedrerol hace mal tiempo puede trabajar pedazo subnormal . ... ; || ; 1
id=827931056493953025 ; || ; Damon Stefan buenos malos , blancos negros . grises . justifiquéis criticando . ; || ; 0
id=827931053134381057 ; || ; @ Timelxss_ ( ( final bebé salió tan feo Trump ( pusimos pelo rubio , tinte negro ... ... . ) pusimos XDDD ) ) ; || ; 0
